loc_rowid,pl_name,hostname,hd_name,hip_name,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,M2R infered radius [Rearth],Flux Contrast alpha=0 Ag=0.5,Flux Contrast alpha=90 Ag=0.5,SpT Number,Mam Inferred SpT from Teff,Mam Inferred Teff from SpT,Sep arcsec,Sep lod,Re,SpT,StarTeff,Mam Inferred StarRad from Teff,StarRad,Teq,Giant
22802,Kepler-37 b,Kepler-37,,,Gaia DR2 2106674071344722688,0,1,4,Transit,2013,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,13.36731,7.1e-05,-7.1e-05,0.0,,,,,0.296,0.037,-0.037,0.0,0.026,0.003,-0.003,0.0,3.1783,3.1783,-3.1783,0.0,0.01,0.01,-0.01,0.0,,,,,,,,,3.1783,3.1783,-3.1783,0.0,0.01,0.01,-0.01,0.0,Mass,0.0,,,0.0,,,,,,,,,88.63,0.41,-0.41,0.0,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5417.0,75.0,-75.0,0.0,0.79,0.03,-0.03,0.0,0.87,0.15,-0.15,0.0,-0.32,,,0.0,[Fe/H],4.57,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207,0.1196,-0.1191,15.6155,0.0289903,-0.0289903,8.356,0.018,-0.018,8.0,0.024,-0.024,7.942,0.013,-0.013,,,,,,,,,,,,,,,,9.54988,0.000258,-0.000258,2020-11-13,2017-03,2020-11-19,,,,,4.6110864522869806,,,,0.296,4.6110864522869806,5417.0,,0.79,,False
22813,Kepler-37 c,Kepler-37,,,Gaia DR2 2106674071344722688,0,1,4,Transit,2013,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,21.30199109,5.432e-05,-5.432e-05,0.0,,,,,0.68,0.03,-0.02,0.0,0.061,0.003,-0.002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5374.0,45.49,-48.59,0.0,0.78,0.03,-0.02,0.0,0.83,0.03,-0.03,0.0,-0.25,0.065,-0.064,0.0,[Fe/H],4.58,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207,0.1196,-0.1191,15.6155,0.0289903,-0.0289903,8.356,0.018,-0.018,8.0,0.024,-0.024,7.942,0.013,-0.013,,,,,,,,,,,,,,,,9.54988,0.000258,-0.000258,2016-10-26,2016-05,2016-05-10,,,,,4.640496447441012,,,,0.68,4.640496447441012,5374.0,,0.78,,False
31597,L 98-59 e,L 98-59,,,Gaia DR2 5271055243163629056,1,1,4,Radial Velocity,2021,Published Confirmed,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,12.796,0.02,-0.019,0.0,0.0717,0.006,-0.0048,0.0,,,,,,,,,,,,,,,,,3.06,0.33,-0.37,0.0,0.00963,0.00104,-0.00116,0.0,3.06,0.33,-0.37,0.0,0.00963,0.00104,-0.00116,0.0,Msini,0.128,0.108,-0.076,0.0,,,,,342.0,20.0,-18.0,0.0,,,,,0.0,,,,,165.0,40.0,-29.0,0.0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,M3 V,3415.0,135.0,-135.0,0.0,0.3,0.03,-0.02,0.0,0.27,0.03,-0.03,0.0,-0.46,0.26,-0.26,0.0,[Fe/H],4.86,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,94.1385,0.0280547,-0.0280547,7.933,0.027,-0.027,7.359,0.049,-0.049,7.101,0.018,-0.018,,,,,,,,,,,,,,,,10.5976,0.000765,-0.000765,2021-08-25,2021-09,2021-08-25,1.451801170324752,2.4841999139199633e-07,7.907453918576462e-08,6.3,,,0.006751793886660263,1.0391151522126192,1.451801170324752,6.3,3415.0,,0.3,308.1055811469476,False
31609,LHS 1678 c,LHS 1678,,,Gaia DR2 4864160624337973248,0,2,2,Transit,2021,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.69426041,1.084e-05,-1.084e-05,0.0,,,,,1.043,0.439,-0.439,0.0,0.093,0.039,-0.039,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,0.0,511.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3450.0,111.0,-111.0,0.0,0.34,0.01,-0.01,0.0,,,,,,,,,,4.89,0.49,-0.49,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m42.96s,68.1789866,-39d47m27.15s,-39.7908744,19.8782,0.0094,-0.0094,50.2773,0.0236008,-0.0236008,9.020001,0.032,-0.032,8.501,0.047,-0.047,8.264,0.029,-0.029,,,,,,,,,,,,,,,,11.5403,0.000509,-0.000509,2022-08-09,2017-07,2022-08-09,,,,,6.093665002195034,,,,1.043,6.093665002195034,3450.0,,0.34,,False
31614,LHS 3844 b,LHS 3844,,,Gaia DR2 6385548541499112448,0,1,1,Transit,2019,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.46288441,1.522e-05,-1.522e-05,0.0,,,,,1.354,0.182,-0.182,0.0,0.121,0.016,-0.016,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.72,,,0.0,723.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3043.0,63.0,-63.0,0.0,0.19,0.01,-0.01,0.0,,,,,,,,,,5.1,0.43,-0.43,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h41m59.09s,340.4962038,-69d10m19.59s,-69.1721081,14.8846,0.0113,-0.0113,67.1548,0.0505991,-0.0505991,10.046,0.023,-0.023,9.477,0.023,-0.023,9.145001,0.023,-0.023,,,,,,,,,,,,,,,,13.3925,0.000738,-0.000738,2022-08-08,2017-07,2022-08-08,,,,,6.436685128510289,,,,1.354,6.436685128510289,3043.0,,0.19,,False
31622,LP 791-18 c,LP 791-18,,,Gaia DR2 3562427951852172288,0,1,2,Transit,2019,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.98990315,7.78e-06,-7.78e-06,0.0,,,,,2.284,0.22,-0.22,0.0,0.204,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,,,0.0,312.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,2940.0,67.0,-67.0,0.0,0.17,0.01,-0.01,0.0,,,,,,,,,,5.14,0.41,-0.41,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927,0.064,-0.0638,37.7177,0.0904032,-0.0904032,11.559,0.024,-0.024,10.993,0.022,-0.022,10.644,0.023,-0.023,21.2975,0.138655,-0.138655,17.8827,0.0056684,-0.0056684,16.2672,0.00385,-0.00385,14.3142,0.0034365,-0.0034365,13.2565,0.0035259,-0.0035259,15.0715,0.001324,-0.001324,2023-02-25,2017-07,2023-02-25,,,,,6.5255348245353115,,,,2.284,6.5255348245353115,2940.0,,0.17,,False
31624,LP 890-9 b,LP 890-9,,,Gaia DR2 4886243456388510720,0,1,2,Transit,2022,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.72990489,1.196e-05,-1.196e-05,0.0,,,,,1.351,0.773,-0.773,0.0,0.121,0.069,-0.069,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,,,0.0,362.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,2887.0,157.0,-157.0,0.0,0.16,0.0,0.0,0.0,,,,,,,,,,5.16,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m31.42s,64.1309096,-28d18m56.85s,-28.3157909,32.4298,0.0702,-0.0699,30.8071,0.0661161,-0.0661161,12.258,0.023,-0.023,11.692,0.025,-0.025,11.344,0.023,-0.023,,,,,,,,,,,,,,,,15.8213,0.000763,-0.000763,2023-03-16,2017-07,2023-03-16,,,,,6.571577380850724,,,,1.351,6.571577380850724,2887.0,,0.16,,False
31632,LTT 3780 b,LTT 3780,,,Gaia DR2 3767281845873242112,0,2,2,Transit,2020,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.76839038,9.6e-06,-9.6e-06,0.0,,,,,1.141,1.514,-1.514,0.0,0.102,0.135,-0.135,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.64,,,0.0,831.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3329.0,72.0,-72.0,0.0,0.37,0.01,-0.01,0.0,,,,,,,,,,4.95,0.42,-0.42,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,21.9814,0.0403,-0.0402,45.4644,0.0826889,-0.0826889,9.007,0.03,-0.03,8.439,0.065,-0.065,8.204001,0.021,-0.021,,,,,,,,,,,,,,,,11.8465,0.000477,-0.000477,2022-08-08,2017-07,2022-08-08,,,,,6.19430652993115,,,,1.141,6.19430652993115,3329.0,,0.37,,False
31635,LTT 3780 c,LTT 3780,,,Gaia DR2 3767281845873242112,0,2,2,Transit,2020,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,12.25217688,4.334e-05,-4.334e-05,0.0,,,,,2.075,0.861,-0.861,0.0,0.185,0.077,-0.077,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,,,0.0,330.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3329.0,72.0,-72.0,0.0,0.37,0.01,-0.01,0.0,,,,,,,,,,4.95,0.42,-0.42,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.717801,21.9814,0.0403,-0.0402,45.4644,0.0826889,-0.0826889,9.007,0.03,-0.03,8.439,0.065,-0.065,8.204001,0.021,-0.021,,,,,,,,,,,,,,,,11.8465,0.000477,-0.000477,2022-08-08,2017-07,2022-08-08,,,,,6.19430652993115,,,,2.075,6.19430652993115,3329.0,,0.37,,False
32166,Proxima Cen b,Proxima Cen,,HIP 70890,Gaia DR2 5853498713160606720,0,3,1,Radial Velocity,2016,Published Confirmed,0,<a refstr=JENKINS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..268J/abstract target=ref>Jenkins et al. 2019</a>,11.1855,0.0016,-0.0014,0.0,0.049,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,0.08,0.07,-0.06,0.0,,,,,,,,,,,,,0.0,,,,,252.0,48.0,-199.0,0.0,<a refstr=JENKINS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..268J/abstract target=ref>Jenkins et al. 2019</a>,M5.5,3300,,,,0.15,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.30119,0.00034,-0.00035,768.5,0.203021,-0.203021,5.357,0.023,-0.023,4.835,0.057,-0.057,4.384,0.033,-0.033,,,,,,,,,,,,,,,,8.95361,0.000918,-0.000918,2019-06-19,2019-07,2019-06-27,1.0626585691826111,2.8497443856708855e-07,9.07101811055796e-08,6.55,,,0.037657836288320694,5.795619496627154,1.0626585691826111,6.55,3300.0,,0.15,254.66504433894414,False
32232,Ross 128 b,Ross 128,,HIP 57548,Gaia DR2 3796072592206250624,1,1,1,Radial Velocity,2017,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,9.8658,0.007,-0.007,0.0,0.0496,0.0017,-0.0017,0.0,,,,,,,,,,,,,,,,,1.4,0.21,-0.21,0.0,0.0044,0.00066,-0.00066,0.0,1.4,0.21,-0.21,0.0,0.0044,0.00066,-0.00066,0.0,Msini,0.116,0.097,-0.097,0.0,1.38,,,0.0,301.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,M4,3192.0,60.0,-60.0,0.0,0.2,0.01,-0.01,0.0,0.17,0.02,-0.02,0.0,-0.02,0.08,-0.08,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h47m45.02s,176.9376036,+00d47m57.44s,0.7992898,3.37454,0.000805,-0.000805,296.307,0.069922,-0.069922,6.505,0.023,-0.023,5.945,0.024,-0.024,5.654,0.024,-0.024,,,,,,,,,,,,,,,,9.59067,0.00112,-0.00112,2017-11-16,2018-05,2017-11-17,1.1186889420813968,3.082236129591069e-07,9.811062316017007e-08,6.4,,,0.014698299620096368,2.2620989478335414,1.1186889420813968,6.4,3192.0,,0.2,282.71239522853784,False
32261,TOI-1064 c,TOI-1064,,,Gaia DR2 6683371847364921088,0,1,2,Transit,2022,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,12.22648809,8.837e-05,-8.837e-05,0.0,,,,,2.566,2.104,-2.104,0.0,0.229,0.188,-0.188,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,0.0,575.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4803.0,178.0,-178.0,0.0,0.74,0.06,-0.06,0.0,,,,,,,,,,4.52,2.0,-2.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,14.662,0.077535,-0.077535,9.097,0.023,-0.023,8.628,0.044,-0.044,8.467,0.034,-0.034,,,,,,,,,,,,,,,,10.6491,0.001334,-0.001334,2022-08-08,2017-07,2022-08-08,,,,,5.0434920359594395,,,,2.566,5.0434920359594395,4803.0,,0.74,,False
32263,TOI-1075 b,TOI-1075,,,Gaia DR2 6426188308031756288,0,1,1,Transit,2022,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.60474268,7.13e-06,-7.13e-06,0.0,,,,,1.876,0.952,-0.952,0.0,0.167,0.085,-0.085,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.02,,,0.0,1223.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4046.0,170.0,-170.0,0.0,0.65,0.06,-0.06,0.0,,,,,,,,,,4.61,0.23,-0.23,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h39m53.09s,309.9712091,-65d26m58.92s,-65.4496994,61.4592,0.09435,-0.09435,16.242,0.0247816,-0.0247816,9.935,0.023,-0.023,9.292,0.026,-0.026,9.115,0.023,-0.023,,,,,,,,,,,,,,,,12.0544,0.000232,-0.000232,2022-08-08,2017-07,2022-08-08,,,,,5.614227185215212,,,,1.876,5.614227185215212,4046.0,,0.65,,False
32270,TOI-1130 c,TOI-1130,,,Gaia DR2 6715688452614516736,0,1,2,Transit,2020,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,8.34998,1e-05,-1e-05,0.0,,,,,11.142,1.063,-1.063,0.0,0.994,0.095,-0.095,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,,,0.0,588.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4236.0,122.3,-122.3,0.0,0.74,0.07,-0.07,0.0,,,,,,,,,,4.52,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,17.1355,0.0495743,-0.0495743,9.055,0.023,-0.023,8.493,0.059,-0.059,8.351,0.033,-0.033,,,,,,,,,,,,,,,,10.9028,0.000774,-0.000774,2023-04-10,2017-07,2023-04-10,,,,,5.467004035341955,,,,11.142,5.467004035341955,4236.0,,0.74,,False
32284,TOI-1201 b,TOI-1201,,,Gaia DR2 5157183324996790272,0,2,1,Transit,2021,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.49197708,7.12e-06,-7.12e-06,0.0,,,,,2.219,0.986,-0.986,0.0,0.198,0.088,-0.088,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.65,,,0.0,640.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3948.0,159.0,-159.0,0.0,0.48,0.01,-0.01,0.0,,,,,,,,,,4.69,0.39,-0.39,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h48m59.45s,42.2476999,-14d32m14.22s,-14.5372835,37.8871,0.0516,-0.0516,26.3653,0.035657,-0.035657,9.528,0.042,-0.042,8.876,0.057,-0.057,8.646,0.029,-0.029,,,,,,,,,,,,,,,,12.0966,0.000609,-0.000609,2022-08-08,2017-07,2022-08-08,,,,,5.691217466493691,,,,2.219,5.691217466493691,3948.0,,0.48,,False
32291,TOI-1231 b,TOI-1231,,,Gaia DR2 5357465071715078016,0,1,1,Transit,2021,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,24.24558221,3.584e-05,-3.584e-05,0.0,,,,,3.71,0.168,-0.168,0.0,0.331,0.015,-0.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,0.0,301.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3535.0,112.0,-112.0,0.0,0.47,0.01,-0.01,0.0,,,,,,,,,,4.85,0.46,-0.46,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m59.34s,156.74726,-52d28m04.34s,-52.4678724,27.6227,0.0609,-0.0609,36.1735,0.0791761,-0.0791761,8.876,0.027,-0.027,8.285,0.038,-0.038,8.069,0.026,-0.026,,,,,,,,,,,,,,,,11.36,0.000922,-0.000922,2022-08-08,2017-07,2022-08-08,,,,,6.023638476833943,,,,3.71,6.023638476833943,3535.0,,0.47,,False
32326,TOI-1266 c,TOI-1266,,,Gaia DR2 1678074272650459008,0,1,2,Transit,2020,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,18.80161111,5.32e-05,-5.32e-05,0.0,,,,,1.911,0.317,-0.317,0.0,0.171,0.028,-0.028,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,,,0.0,326.0,,,0.0,,,,,1.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3618.0,157.0,-157.0,0.0,0.44,0.01,-0.01,0.0,,,,,,,,,,4.79,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,0.0295,-0.0295,27.7397,0.0226124,-0.0226124,9.706,0.023,-0.023,9.065,0.03,-0.03,8.84,0.02,-0.02,16.5269,0.0070042,-0.0070042,14.9498,0.0049677,-0.0049677,12.5842,0.0017047,-0.0017047,11.5997,0.0010459,-0.0010459,11.6084,0.0046409,-0.0046409,12.1222,0.000249,-0.000249,2022-11-14,2017-07,2022-11-14,,,,,5.955792659577353,,,,1.911,5.955792659577353,3618.0,,0.44,,False
32356,TOI-1411 b,TOI-1411,,,Gaia DR2 1401760747118886016,0,1,1,Transit,2022,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.4520464,3.6e-06,-3.6e-06,0.0,,,,,1.429,0.144,-0.144,0.0,0.127,0.013,-0.013,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.81,,,0.0,1137.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4184.0,124.37,-124.37,0.0,0.69,0.06,-0.06,0.0,,,,,,,,,,4.57,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h31m47.05s,232.946047,+47d03m19.98s,47.0555507,32.4778,0.0225,-0.0225,30.7613,0.0211787,-0.0211787,7.998,0.019,-0.019,7.372,0.021,-0.021,7.25,0.021,-0.021,15.5517,0.010526,-0.010526,11.2814,0.000537,-0.000537,9.9282,0.0001977,-0.0001977,9.48578,0.0003121,-0.0003121,10.3378,0.0017119,-0.0017119,9.87723,0.000526,-0.000526,2022-08-08,2017-07,2022-08-08,,,,,5.507029585757724,,,,1.429,5.507029585757724,4184.0,,0.69,,False
